TF,Target
AT2G43010,AT1G01250
AT2G43010,AT1G01260
AT2G43010,AT1G01380
AT2G43010,AT1G02340
AT2G43010,AT1G02350
AT2G43010,AT1G02660
AT2G43010,AT1G02670
AT2G43010,AT1G02990
AT2G43010,AT1G03610
AT2G43010,AT1G04171
AT2G43010,AT1G04180
AT2G43010,AT1G05100
AT2G43010,AT1G05805
AT2G43010,AT1G05835
AT2G43010,AT1G05870
AT2G43010,AT1G05880
AT2G43010,AT1G06160
AT2G43010,AT1G06840
AT2G43010,AT1G06850
AT2G43010,AT1G07090
AT2G43010,AT1G07100
AT2G43010,AT1G07420
AT2G43010,AT1G07670
AT2G43010,AT1G07680
AT2G43010,AT1G08560
AT2G43010,AT1G08570
AT2G43010,AT1G09970
AT2G43010,AT1G10550
AT2G43010,AT1G10560
AT2G43010,AT1G12110
AT2G43010,AT1G12920
AT2G43010,AT1G13080
AT2G43010,AT1G13240
AT2G43010,AT1G13245
AT2G43010,AT1G13260
AT2G43010,AT1G13740
AT2G43010,AT1G13950
AT2G43010,AT1G14330
AT2G43010,AT1G14340
AT2G43010,AT1G14330
AT2G43010,AT1G14340
AT2G43010,AT1G14350
AT2G43010,AT1G14910
AT2G43010,AT1G14920
AT2G43010,AT1G15550
AT2G43010,AT1G15750
AT2G43010,AT1G16190
AT2G43010,AT1G17230
AT2G43010,AT1G18400
AT2G43010,AT1G18460
AT2G43010,AT1G19180
AT2G43010,AT1G19310
AT2G43010,AT1G19320
AT2G43010,AT1G19450
AT2G43010,AT1G19460
AT2G43010,AT1G19790
AT2G43010,AT1G19800
AT2G43010,AT1G20330
AT2G43010,AT1G20330
AT2G43010,AT1G20450
AT2G43010,AT1G20460
AT2G43010,AT1G20890
AT2G43010,AT1G20900
AT2G43010,AT1G20980
AT2G43010,AT1G21060
AT2G43010,AT1G22360
AT2G43010,AT1G22600
AT2G43010,AT1G22610
AT2G43010,AT1G23020
AT2G43010,AT1G23030
AT2G43010,AT1G23700
AT2G43010,AT1G23710
AT2G43010,AT1G23860
AT2G43010,AT1G23870
AT2G43010,AT1G24590
AT2G43010,AT1G24600
AT2G43010,AT1G25275
AT2G43010,AT1G25510
AT2G43010,AT1G25520
AT2G43010,AT1G26270
AT2G43010,AT1G27210
AT2G43010,AT1G27990
AT2G43010,AT1G28330
AT2G43010,AT1G28335
AT2G43010,AT1G28360
AT2G43010,AT1G30330
AT2G43010,AT1G30330
AT2G43010,AT1G30340
AT2G43010,AT1G30440
AT2G43010,AT1G30690
AT2G43010,AT1G31030
AT2G43010,AT1G32060
AT2G43010,AT1G32710
AT2G43010,AT1G33060
AT2G43010,AT1G33070
AT2G43010,AT1G33170
AT2G43010,AT1G33240
AT2G43010,AT1G33450
AT2G43010,AT1G36160
AT2G43010,AT1G47560
AT2G43010,AT1G48330
AT2G43010,AT1G49500
AT2G43010,AT1G49510
AT2G43010,AT1G49610
AT2G43010,AT1G49780
AT2G43010,AT1G50450
AT2G43010,AT1G50460
AT2G43010,AT1G50575
AT2G43010,AT1G50580
AT2G43010,AT1G51130
AT2G43010,AT1G51355
AT2G43010,AT1G52185
AT2G43010,AT1G52190
AT2G43010,AT1G52890
AT2G43010,AT1G53170
AT2G43010,AT1G53460
AT2G43010,AT1G53470
AT2G43010,AT1G54210
AT2G43010,AT1G55020
AT2G43010,AT1G56590
AT2G43010,AT1G56600
AT2G43010,AT1G59910
AT2G43010,AT1G60150
AT2G43010,AT1G60180
AT2G43010,AT1G60190
AT2G43010,AT1G60430
AT2G43010,AT1G62480
AT2G43010,AT1G62950
AT2G43010,AT1G63030
AT2G43010,AT1G63040
AT2G43010,AT1G63670
AT2G43010,AT1G63680
AT2G43010,AT1G64355
AT2G43010,AT1G64385
AT2G43010,AT1G64650
AT2G43010,AT1G64660
AT2G43010,AT1G64980
AT2G43010,AT1G66890
AT2G43010,AT1G67340
AT2G43010,AT1G67590
AT2G43010,AT1G67880
AT2G43010,AT1G67890
AT2G43010,AT1G68020
AT2G43010,AT1G68490
AT2G43010,AT1G68560
AT2G43010,AT1G68660
AT2G43010,AT1G68670
AT2G43010,AT1G69010
AT2G43010,AT1G69030
AT2G43010,AT1G69260
AT2G43010,AT1G69295
AT2G43010,AT1G69570
AT2G43010,AT1G69690
AT2G43010,AT1G70260
AT2G43010,AT1G70270
AT2G43010,AT1G70560
AT2G43010,AT1G70940
AT2G43010,AT1G71520
AT2G43010,AT1G71960
AT2G43010,AT1G71970
AT2G43010,AT1G72450
AT2G43010,AT1G72460
AT2G43010,AT1G72470
AT2G43010,AT1G72490
AT2G43010,AT1G73120
AT2G43010,AT1G73130
AT2G43010,AT1G73480
AT2G43010,AT1G73660
AT2G43010,AT1G73670
AT2G43010,AT1G73960
AT2G43010,AT1G73965
AT2G43010,AT1G74088
AT2G43010,AT1G74500
AT2G43010,AT1G74690
AT2G43010,AT1G74700
AT2G43010,AT1G74950
AT2G43010,AT1G75170
AT2G43010,AT1G75380
AT2G43010,AT1G75388
AT2G43010,AT1G75430
AT2G43010,AT1G75440
AT2G43010,AT1G75450
AT2G43010,AT1G75460
AT2G43010,AT1G75480
AT2G43010,AT1G75490
AT2G43010,AT1G75530
AT2G43010,AT1G76500
AT2G43010,AT1G76620
AT2G43010,AT1G78060
AT2G43010,AT1G78070
AT2G43010,AT1G78080
AT2G43010,AT1G78700
AT2G43010,AT1G79150
AT2G43010,AT1G79360
AT2G43010,AT1G79370
AT2G43010,AT1G80280
AT2G43010,AT1G80290
AT2G43010,AT1G80460
AT2G43010,AT2G01140
AT2G43010,AT2G01150
AT2G43010,AT2G01570
AT2G43010,AT2G02860
AT2G43010,AT2G02870
AT2G43010,AT2G03120
AT2G43010,AT2G16594
AT2G43010,AT2G17290
AT2G43010,AT2G17720
AT2G43010,AT2G18090
AT2G43010,AT2G18140
AT2G43010,AT2G18170
AT2G43010,AT2G18550
AT2G43010,AT2G18700
AT2G43010,AT2G18780
AT2G43010,AT2G18790
AT2G43010,AT2G19180
AT2G43010,AT2G19460
AT2G43010,AT2G19806
AT2G43010,AT2G21510
AT2G43010,AT2G21520
AT2G43010,AT2G22630
AT2G43010,AT2G22795
AT2G43010,AT2G23230
AT2G43010,AT2G23450
AT2G43010,AT2G23460
AT2G43010,AT2G24570
AT2G43010,AT2G25460
AT2G43010,AT2G25470
AT2G43010,AT2G25900
AT2G43010,AT2G26120
AT2G43010,AT2G27229
AT2G43010,AT2G27250
AT2G43010,AT2G27260
AT2G43010,AT2G28056
AT2G43010,AT2G28060
AT2G43010,AT2G28070
AT2G43010,AT2G28355
AT2G43010,AT2G28890
AT2G43010,AT2G29980
AT2G43010,AT2G30150
AT2G43010,AT2G30340
AT2G43010,AT2G32415
AT2G43010,AT2G32430
AT2G43010,AT2G32660
AT2G43010,AT2G32670
AT2G43010,AT2G32930
AT2G43010,AT2G33380
AT2G43010,AT2G33847
AT2G43010,AT2G34020
AT2G43010,AT2G34180
AT2G43010,AT2G34185
AT2G43010,AT2G34820
AT2G43010,AT2G35950
AT2G43010,AT2G36080
AT2G43010,AT2G36090
AT2G43010,AT2G36410
AT2G43010,AT2G37630
AT2G43010,AT2G38400
AT2G43010,AT2G39450
AT2G43010,AT2G39460
AT2G43010,AT2G39705
AT2G43010,AT2G40008
AT2G43010,AT2G40540
AT2G43010,AT2G40970
AT2G43010,AT2G40980
AT2G43010,AT2G41070
AT2G43010,AT2G41250
AT2G43010,AT2G41260
AT2G43010,AT2G41745
AT2G43010,AT2G42365
AT2G43010,AT2G42800
AT2G43010,AT2G42840
AT2G43010,AT2G42850
AT2G43010,AT2G43340
AT2G43010,AT2G44070
AT2G43010,AT2G44080
AT2G43010,AT2G44490
AT2G43010,AT2G44910
AT2G43010,AT2G44920
AT2G43010,AT2G45050
AT2G43010,AT2G45430
AT2G43010,AT2G45950
AT2G43010,AT2G45960
AT2G43010,AT2G46225
AT2G43010,AT2G46270
AT2G43010,AT2G46340
AT2G43010,AT2G46360
AT2G43010,AT2G46700
AT2G43010,AT2G46710
AT2G43010,AT2G46770
AT2G43010,AT2G46780
AT2G43010,AT2G46970
AT2G43010,AT2G47430
AT2G43010,AT2G47440
AT2G43010,AT2G47500
AT2G43010,AT2G47780
AT2G43010,AT2G48020
AT2G43010,AT3G01513
AT2G43010,AT3G01516
AT2G43010,AT3G02140
AT2G43010,AT3G02150
AT2G43010,AT3G02170
AT2G43010,AT3G02180
AT2G43010,AT3G02570
AT2G43010,AT3G02580
AT2G43010,AT3G02980
AT2G43010,AT3G02990
AT2G43010,AT3G03170
AT2G43010,AT3G03790
AT2G43010,AT3G04860
AT2G43010,AT3G04870
AT2G43010,AT3G05020
AT2G43010,AT3G05640
AT2G43010,AT3G05880
AT2G43010,AT3G05890
AT2G43010,AT3G05905
AT2G43010,AT3G06125
AT2G43010,AT3G06650
AT2G43010,AT3G66652
AT2G43010,AT3G07380
AT2G43010,AT3G07390
AT2G43010,AT3G08885
AT2G43010,AT3G08890
AT2G43010,AT3G09975
AT2G43010,AT3G10960
AT2G43010,AT3G11490
AT2G43010,AT3G11590
AT2G43010,AT3G11910
AT2G43010,AT3G11920
AT2G43010,AT3G12220
AT2G43010,AT3G12820
AT2G43010,AT3G12920
AT2G43010,AT3G12930
AT2G43010,AT3G13810
AT2G43010,AT3G13970
AT2G43010,AT3G14205
AT2G43010,AT3G14370
AT2G43010,AT3G14980
AT2G43010,AT3G14990
AT2G43010,AT3G15520
AT2G43010,AT3G15540
AT2G43010,AT3G16000
AT2G43010,AT3G16010
AT2G43010,AT3G16620
AT2G43010,AT3G17110
AT2G43010,AT3G17510
AT2G43010,AT3G17830
AT2G43010,AT3G17998
AT2G43010,AT3G18080
AT2G43010,AT3G18485
AT2G43010,AT3G18710
AT2G43010,AT3G18950
AT2G43010,AT3G19170
AT2G43010,AT3G19180
AT2G43010,AT3G19260
AT2G43010,AT3G19380
AT2G43010,AT3G19390
AT2G43010,AT3G19530
AT2G43010,AT3G19540
AT2G43010,AT3G19580
AT2G43010,AT3G19590
AT2G43010,AT3G19820
AT2G43010,AT3G20250
AT2G43010,AT3G20640
AT2G43010,AT3G20900
AT2G43010,AT3G20910
AT2G43010,AT3G21320
AT2G43010,AT3G21330
AT2G43010,AT3G21700
AT2G43010,AT3G22380
AT2G43010,AT3G22820
AT2G43010,AT3G22830
AT2G43010,AT3G23030
AT2G43010,AT3G23040
AT2G43010,AT3G23050
AT2G43010,AT3G23637
AT2G43010,AT3G23640
AT2G43010,AT3G23910
AT2G43010,AT3G23920
AT2G43010,AT3G23910
AT2G43010,AT3G23920
AT2G43010,AT3G24090
AT2G43010,AT3G24503
AT2G43010,AT3G24840
AT2G43010,AT3G26210
AT2G43010,AT3G26511
AT2G43010,AT3G26530
AT2G43010,AT3G27210
AT2G43010,AT3G27960
AT2G43010,AT3G29320
AT2G43010,AT3G29575
AT2G43010,AT3G43270
AT2G43010,AT3G44310
AT2G43010,AT3G45420
AT2G43010,AT3G46620
AT2G43010,AT3G47370
AT2G43010,AT3G47380
AT2G43010,AT3G47420
AT2G43010,AT3G47430
AT2G43010,AT3G47620
AT2G43010,AT3G48231
AT2G43010,AT3G48235
AT2G43010,AT3G48260
AT2G43010,AT3G48270
AT2G43010,AT3G48450
AT2G43010,AT3G48460
AT2G43010,AT3G48690
AT2G43010,AT3G49570
AT2G43010,AT3G49810
AT2G43010,AT3G49820
AT2G43010,AT3G49950
AT2G43010,AT3G50620
AT2G43010,AT3G50625
AT2G43010,AT3G50660
AT2G43010,AT3G50665
AT2G43010,AT3G50660
AT2G43010,AT3G50665
AT2G43010,AT3G50800
AT2G43010,AT3G51230
AT2G43010,AT3G51400
AT2G43010,AT3G53200
AT2G43010,AT3G53210
AT2G43010,AT3G53380
AT2G43010,AT3G53390
AT2G43010,AT3G53380
AT2G43010,AT3G53390
AT2G43010,AT3G53420
AT2G43010,AT3G53800
AT2G43010,AT3G54000
AT2G43010,AT3G54500
AT2G43010,AT3G54510
AT2G43010,AT3G55240
AT2G43010,AT3G55250
AT2G43010,AT3G55573
AT2G43010,AT3G55580
AT2G43010,AT3G55610
AT2G43010,AT3G55620
AT2G43010,AT3G56090
AT2G43010,AT3G56100
AT2G43010,AT3G57800
AT2G43010,AT3G57810
AT2G43010,AT3G57870
AT2G43010,AT3G57880
AT2G43010,AT3G57890
AT2G43010,AT3G58060
AT2G43010,AT3G58620
AT2G43010,AT3G58640
AT2G43010,AT3G58840
AT2G43010,AT3G58850
AT2G43010,AT3G59140
AT2G43010,AT3G59150
AT2G43010,AT3G59890
AT2G43010,AT3G59900
AT2G43010,AT3G60160
AT2G43010,AT3G60220
AT2G43010,AT3G60390
AT2G43010,AT3G60400
AT2G43010,AT3G60400
AT2G43010,AT3G60520
AT2G43010,AT3G60530
AT2G43010,AT3G60647
AT2G43010,AT3G60960
AT2G43010,AT3G61750
AT2G43010,AT3G61755
AT2G43010,AT3G61960
AT2G43010,AT3G62090
AT2G43010,AT3G62097
AT2G43010,AT3G62100
AT2G43010,AT3G62120
AT2G43010,AT3G62130
AT2G43010,AT3G62620
AT2G43010,AT3G62630
AT2G43010,AT3G62700
AT2G43010,AT3G62980
AT2G43010,AT4G00810
AT2G43010,AT4G00820
AT2G43010,AT4G01090
AT2G43010,AT4G01100
AT2G43010,AT4G01120
AT2G43010,AT4G01130
AT2G43010,AT4G01250
AT2G43010,AT4G01245
AT2G43010,AT4G01400
AT2G43010,AT4G01410
AT2G43010,AT4G03010
AT2G43010,AT4G03280
AT2G43010,AT4G03560
AT2G43010,AT4G05010
AT2G43010,AT4G05020
AT2G43010,AT4G09340
AT2G43010,AT4G10010
AT2G43010,AT4G10020
AT2G43010,AT4G11050
AT2G43010,AT4G11190
AT2G43010,AT4G12050
AT2G43010,AT4G12840
AT2G43010,AT4G12850
AT2G43010,AT4G14130
AT2G43010,AT4G14135
AT2G43010,AT4G14470
AT2G43010,AT4G14470
AT2G43010,AT4G14770
AT2G43010,AT4G14780
AT2G43010,AT4G15230
AT2G43010,AT4G15233
AT2G43010,AT4G15300
AT2G43010,AT4G15310
AT2G43010,AT4G16140
AT2G43010,AT4G16500
AT2G43010,AT4G16510
AT2G43010,AT4G16770
AT2G43010,AT4G16770
AT2G43010,AT4G16780
AT2G43010,AT4G17420
AT2G43010,AT4G17810
AT2G43010,AT4G18140
AT2G43010,AT4G18150
AT2G43010,AT4G18290
AT2G43010,AT4G18630
AT2G43010,AT4G18810
AT2G43010,AT4G18815
AT2G43010,AT4G18820
AT2G43010,AT4G19010
AT2G43010,AT4G19020
AT2G43010,AT4G19040
AT2G43010,AT4G19112
AT2G43010,AT4G19390
AT2G43010,AT4G19395
AT2G43010,AT4G19430
AT2G43010,AT4G19690
AT2G43010,AT4G19700
AT2G43010,AT4G21437
AT2G43010,AT4G22190
AT2G43010,AT4G22250
AT2G43010,AT4G22590
AT2G43010,AT4G22680
AT2G43010,AT4G22690
AT2G43010,AT4G22730
AT2G43010,AT4G22990
AT2G43010,AT4G23000
AT2G43010,AT4G24240
AT2G43010,AT4G24260
AT2G43010,AT4G24660
AT2G43010,AT4G24972
AT2G43010,AT4G25260
AT2G43010,AT4G25480
AT2G43010,AT4G26210
AT2G43010,AT4G26690
AT2G43010,AT4G26700
AT2G43010,AT4G26940
AT2G43010,AT4G27300
AT2G43010,AT4G27310
AT2G43010,AT4G27330
AT2G43010,AT4G27657
AT2G43010,AT4G27950
AT2G43010,AT4G28240
AT2G43010,AT4G28290
AT2G43010,AT4G28300
AT2G43010,AT4G28630
AT2G43010,AT4G28640
AT2G43010,AT4G28660
AT2G43010,AT4G28720
AT2G43010,AT4G28750
AT2G43010,AT4G28760
AT2G43010,AT4G29090
AT2G43010,AT4G29130
AT2G43010,AT4G30710
AT2G43010,AT4G31355
AT2G43010,AT4G31360
AT2G43010,AT4G31370
AT2G43010,AT4G31380
AT2G43010,AT4G31390
AT2G43010,AT4G31820
AT2G43010,AT4G32020
AT2G43010,AT4G32272
AT2G43010,AT4G32280
AT2G43010,AT4G32480
AT2G43010,AT4G33990
AT2G43010,AT4G34000
AT2G43010,AT4G34320
AT2G43010,AT4G34540
AT2G43010,AT4G35090
AT2G43010,AT4G35100
AT2G43010,AT4G35470
AT2G43010,AT4G35850
AT2G43010,AT4G36010
AT2G43010,AT4G36770
AT2G43010,AT4G36780
AT2G43010,AT4G36790
AT2G43010,AT4G36860
AT2G43010,AT4G37250
AT2G43010,AT4G37390
AT2G43010,AT4G37540
AT2G43010,AT4G37550
AT2G43010,AT4G37740
AT2G43010,AT4G37820
AT2G43010,AT4G37940
AT2G43010,AT4G37950
AT2G43010,AT4G38430
AT2G43010,AT4G38470
AT2G43010,AT4G39090
AT2G43010,AT4G39404
AT2G43010,AT4G39770
AT2G43010,AT5G01250
AT2G43010,AT5G01260
AT2G43010,AT5G01380
AT2G43010,AT5G01850
AT2G43010,AT5G02021
AT2G43010,AT5G02200
AT2G43010,AT5G02410
AT2G43010,AT5G02420
AT2G43010,AT5G02430
AT2G43010,AT5G02570
AT2G43010,AT5G02580
AT2G43010,AT5G03140
AT2G43010,AT5G03210
AT2G43010,AT5G03330
AT2G43010,AT5G03880
AT2G43010,AT5G03890
AT2G43010,AT5G04090
AT2G43010,AT5G04110
AT2G43010,AT5G04120
AT2G43010,AT5G05250
AT2G43010,AT5G05280
AT2G43010,AT5G05290
AT2G43010,AT5G05440
AT2G43010,AT5G05590
AT2G43010,AT5G05598
AT2G43010,AT5G05965
AT2G43010,AT5G05970
AT2G43010,AT5G06530
AT2G43010,AT5G07010
AT2G43010,AT5G07350
AT2G43010,AT5G07730
AT2G43010,AT5G07920
AT2G43010,AT5G07930
AT2G43010,AT5G08130
AT2G43010,AT5G08139
AT2G43010,AT5G08130
AT2G43010,AT5G08139
AT2G43010,AT5G08130
AT2G43010,AT5G08139
AT2G43010,AT5G09620
AT2G43010,AT5G09810
AT2G43010,AT5G10720
AT2G43010,AT5G10740
AT2G43010,AT5G10745
AT2G43010,AT5G13090
AT2G43010,AT5G13100
AT2G43010,AT5G14420
AT2G43010,AT5G14430
AT2G43010,AT5G14690
AT2G43010,AT5G15260
AT2G43010,AT5G15265
AT2G43010,AT5G16023
AT2G43010,AT5G16030
AT2G43010,AT5G16090
AT2G43010,AT5G18270
AT2G43010,AT5G18470
AT2G43010,AT5G18650
AT2G43010,AT5G19100
AT2G43010,AT5G19870
AT2G43010,AT5G19875
AT2G43010,AT5G21100
AT2G43010,AT5G21990
AT2G43010,AT5G22490
AT2G43010,AT5G22500
AT2G43010,AT5G23860
AT2G43010,AT5G24470
AT2G43010,AT5G24600
AT2G43010,AT5G24610
AT2G43010,AT5G26146
AT2G43010,AT5G26190
AT2G43010,AT5G26200
AT2G43010,AT5G27520
AT2G43010,AT5G27530
AT2G43010,AT5G28143
AT2G43010,AT5G28145
AT2G43010,AT5G28300
AT2G43010,AT5G28620
AT2G43010,AT5G28622
AT2G43010,AT5G36240
AT2G43010,AT5G36250
AT2G43010,AT5G37260
AT2G43010,AT5G37260
AT2G43010,AT5G38480
AT2G43010,AT5G38980
AT2G43010,AT5G40240
AT2G43010,AT5G40250
AT2G43010,AT5G40630
AT2G43010,AT5G40640
AT2G43010,AT5G41130
AT2G43010,AT5G41140
AT2G43010,AT5G42900
AT2G43010,AT5G43020
AT2G43010,AT5G43150
AT2G43010,AT5G43890
AT2G43010,AT5G45580
AT2G43010,AT5G46170
AT2G43010,AT5G46240
AT2G43010,AT5G47220
AT2G43010,AT5G47225
AT2G43010,AT5G47370
AT2G43010,AT5G47370
AT2G43010,AT5G47420
AT2G43010,AT5G47818
AT2G43010,AT5G47820
AT2G43010,AT5G48900
AT2G43010,AT5G48905
AT2G43010,AT5G49800
AT2G43010,AT5G49810
AT2G43010,AT5G50361
AT2G43010,AT5G51210
AT2G43010,AT5G52570
AT2G43010,AT5G52580
AT2G43010,AT5G52830
AT2G43010,AT5G52980
AT2G43010,AT5G52990
AT2G43010,AT5G53220
AT2G43010,AT5G53270
AT2G43010,AT5G53280
AT2G43010,AT5G53410
AT2G43010,AT5G53540
AT2G43010,AT5G53550
AT2G43010,AT5G53760
AT2G43010,AT5G53880
AT2G43010,AT5G53890
AT2G43010,AT5G54470
AT2G43010,AT5G54480
AT2G43010,AT5G54585
AT2G43010,AT5G54590
AT2G43010,AT5G54960
AT2G43010,AT5G54970
AT2G43010,AT5G55090
AT2G43010,AT5G56040
AT2G43010,AT5G56980
AT2G43010,AT5G57340
AT2G43010,AT5G57780
AT2G43010,AT5G57990
AT2G43010,AT5G58000
AT2G43010,AT5G58600
AT2G43010,AT5G58650
AT2G43010,AT5G58660
AT2G43010,AT5G58900
AT2G43010,AT5G59010
AT2G43010,AT5G59220
AT2G43010,AT5G59230
AT2G43010,AT5G59790
AT2G43010,AT5G60670
AT2G43010,AT5G60680
AT2G43010,AT5G60840
AT2G43010,AT5G60850
AT2G43010,AT5G60840
AT2G43010,AT5G60850
AT2G43010,AT5G60860
AT2G43010,AT5G61660
AT2G43010,AT5G61670
AT2G43010,AT5G62370
AT2G43010,AT5G62380
AT2G43010,AT5G62660
AT2G43010,AT5G62670
AT2G43010,AT5G62680
AT2G43010,AT5G63650
AT2G43010,AT5G63660
AT2G43010,AT5G64430
AT2G43010,AT5G64440
AT2G43010,AT5G65020
AT2G43010,AT5G65300
AT2G43010,AT5G65300
AT2G43010,AT5G65640
AT2G43010,AT5G65920
AT2G43010,AT5G65925
AT2G43010,AT5G66080
AT2G43010,AT5G66090
AT2G43010,AT5G66460
AT2G43010,AT5G66580
AT2G43010,AT5G66590
AT2G43010,AT5G66640
AT2G43010,AT5G66700
AT2G43010,AT5G66780
AT2G43010,AT5G66800
AT2G43010,AT5G67411
